,EC,QSA,Quinsaloma,Quinsaloma,R,RL,--3-----,1501,,0112S 07918W,
,EC,UIO,Quito,Quito,,AI,---45---,9601,,,
,EC,RAB,Rabida Island,Rabida Island,W,RQ,1-------,0901,,0025S 09042W,
,EC,RBA,Riobamba,Riobamba,,RL,--3-----,0207,,0140S 07838W,
,EC,RMN,Ruminahui,Ruminahui,P,RL,-2------,1301,,0013S 07831W,
,EC,SNC,Salinas,Salinas,G,AI,1-------,1101,,0213S 08058W,
,EC,SAL,Salitre,Salitre,G,RL,--3-----,1301,,0150S 07948W,
,EC,BOD,Samborondon,Samborondon,,RL,-----6--,1107,,0211S 07953W,
+,EC,SCS,San Carlos,San Carlos,P,RL,--3-----,1907,,0030S 07846W,
,EC,SCY,San Cristóbal,San Cristobal,W,RL,---4----,0907,,0054S 08937W,
,EC,SNJ,San Juan,San Juan,R,RL,--3-----,1301,,0140S 07946W,
,EC,SLR,San Lorenzo,San Lorenzo,E,AI,1-------,1101,,0115N 07850W,
,EC,SAI,Sangolquí,Sangolqui,P,RL,--3-----,1501,,0019S 07827W,
,EC,WSE,Santa Cecillia,Santa Cecillia,,RQ,---4----,0901,,,
,EC,SEL,Santa Elena,Santa Elena,SE,RL,-23-----,1501,,0213S 08051W,
,EC,SAR,Santa Rosa,Santa Rosa,O,RL,--3-----,1301,,0327S 07958W,
,EC,SGO,Santo Domingo,Santo Domingo,SD,RL,-23-----,1307,,0015S 07910W,
,EC,SDO,Santo Domingo de los Colorados,Santo Domingo de los Colorados,,RQ,--3-----,0101,,,
,EC,SYM,Seymour,Seymour,W,AI,1-------,0501,,0025S 09017W,
,EC,SBO,Simón Bolívar,Simon Bolivar,,RL,--3--6--,0607,,0201S 07929W,
,EC,SUQ,Sucua,Sucua,S,RL,---4----,0907,,0228S 07810W,
,EC,TSC,Taisha,Taisha,S,RL,---4----,0907,,0222S 07730W,
,EC,TPC,Tarapoa,Tarapoa,,RQ,---4----,0901,,0125S 07646W,
,EC,TEN,Tena,Tena,N,RL,-----6--,1201,,0059S 07749W,
,EC,TGL,Tenguel,Tenguel,G,RL,--3-----,1301,,0300S 07946W,
,EC,TEP,Tepre,Tepre,,RQ,1-------,9501,,,
,EC,TPN,Tiputini,Tiputini,D,RL,---4----,0907,,0042S 07620W,
,EC,TSL,Tisaleo,Tisaleo,T,RL,-23-----,1307,,0121S 07840W,
,EC,TUA,Tulcan,Tulcan,,RQ,---4----,0901,,0048N 07742W,
,EC,TUO,Tumbaco,Tumbaco,P,RL,--3-----,1501,,0013S 07824W,
+,EC,TDM,Tundayme,Tundayme,Z,RL,--3-----,1907,,0334S 07829W,
,EC,VLC,Valencia,Valencia,R,RL,-23-----,1401,,0057S 07920W,
,EC,VHS,Valle Hermoso,Valle Hermoso,L,RL,--3-----,1301,,0426S 08018W,
,EC,VEI,Velasco Ibarra,Velasco Ibarra,G,RL,--3--6--,0501,,0103S 07937W,
,EC,VEN,Ventanas,Ventanas,R,RL,--3-----,1301,,0127S 07928W,
,EC,VIC,Viche,Viche,,RL,-----6--,1107,,3800N 07933W,
,EC,VCS,Vinces,Vinces,R,RL,--3-----,1301,,0133S 07944W,
,EC,YGU,Yaguachi,Yaguachi,G,RQ,--3--6--,1001,,0207S 07941W,
,EC,ZTL,Zapotal,Zapotal,G,RQ,1----6--,0901,,0219S 08032W,
,EC,ZPT,Zapotal de Colonche,Zapotal de Colonche,G,RL,--3-----,0501,,0203S 08038W,
