,GB,BTO,Buntingford,Buntingford,HRT,RL,--3--6--,0507,,5157N 00001W,
,GB,OOR,Buntingford,Buntingford,ESX,RQ,1-------,0901,,,
,GB,BBA,Burbage,Burbage,WIL,RL,--3-----,0701,,5121N 00140W,
,GB,UBR,Burbage,Burbage,LEC,RL,--3-----,1807,,5231N 00121W,
,GB,BEU,Bures,Bures,SFK,AF,--3-----,9511,,,
,GB,UFD,Burford,Burford,OXF,RL,--3-----,1201,,5148N 00138W,
,GB,BUL,Burgess Hill,Burgess Hill,WSX,AF,--3-----,9511,,,
,GB,RGH,Burgh,Burgh,,RL,1-------,0901,,5839N 00320W,
,GB,BUH,Burghead,Burghead,MRY,AF,1-------,1401,,5742N 00329W,
,GB,BFC,Burghfield Common,Burghfield Common,WBK,RQ,--3-----,0901,,5123N 00104W,
,GB,BUZ,Burley,Burley,HAM,AF,--3-----,9704,,,
,GB,BQN,Burnaston,Burnaston,DBY,RL,--3-----,0201,,5253N 00134W,
,GB,URO,Burneston,Burneston,NYK,RL,--3-----,0901,,5416N 00131W,
,GB,BUM,Burnham,Burnham,BKM,AF,--3-----,9511,,,
,GB,BGR,Burnham Green,Burnham Green,HRT,AF,--3-----,9704,,,
,GB,BMK,Burnham Market,Burnham Market,NFK,RQ,--3-----,0901,,5257N 00044E,
,GB,BOC,Burnham on Crouch,Burnham on Crouch,ESS,AF,1-------,0212,,5137N 00050E,
,GB,BMA,Burnham-on-Sea,Burnham-on-Sea,SOM,RL,--3-----,0002,,,
,GB,BRN,Burnley,Burnley,LAN,AF,1-------,9511,,,
,GB,BMO,Burnmouth,Burnmouth,SCB,AA,123-----,0701,,5550N 00204W,
,GB,DUO,Burnopfield,Burnopfield,DUR,RL,-----6--,0901,,5409N 17167W,
,GB,USD,Burnside,Burnside,ANS,RL,--3-----,1307,,5630N 00254W,
,GB,BTL,Burntisland,Burntisland,FIF,AF,1-------,9511,,,
,GB,BUW,Burntwood,Burntwood,STS,AF,--3-----,9808,,,
,GB,BPM,Burpham,Burpham,SRY,AF,--3-----,9804,,,
,GB,BVO,Burravoe,Burravoe,ZET,RL,1-------,0901,,6029N 00101W,
,GB,BUF,Burray,Burray,ORK,AA,1-3-----,0701,,5851N 00255W,
,GB,BEO,Burrelton,Burrelton,PKN,AF,--3-----,1401,,,
,GB,B39,Burridge,Burridge,HAM,RL,--3--67-,1607,,5053N 00115W,
,GB,BWR,Burrow,Burrow,SOM,AF,1-------,9511,,,
,GB,BBI,Burrowbridge,Burrowbridge,SOM,RL,--3-----,0701,,5104N 00255W,
,GB,BPT,Burry Port,Burry Port,CMN,AA,123-----,1401,,5141N 00415W,
,GB,BGH,Burscough,Burscough,LAN,AF,--3-----,9511,,5335N 00250W,
,GB,BUE,Bursledon,Bursledon,HAM,AF,--3-----,9704,,,
,GB,BEM,Burslem,Burslem,STS,AF,--3-----,9704,,,
,GB,UTO,Burston,Burston,NFK,RL,--3-----,1301,,5224N 00109E,
,GB,KBK,Burstwick,Burstwick,ERY,RL,1-3-----,0601,,5344N 00008W,
,GB,BTD,Burton,Burton,PEM,AF,--3-----,1401,,5142N 00455W,
,GB,BUN,Burton,Burton,LIN,AF,--3-----,9511,,,
,GB,BBK,Burton Bradstock,Burton Bradstock,DOR,RL,1-------,0901,,5042N 00243W,
,GB,BUJ,Burton Joyce,Burton Joyce,NTT,RL,--3-----,0201,,5259N 00102W,
,GB,BUT,Burton Latimer,Burton Latimer,NTH,RQ,--3-----,0901,,,
,GB,ESJ,Burton on Trent,Burton on Trent,DBY,RL,--3-----,1301,,5248N 00137W,
,GB,BUS,Burton upon Stather,Burton upon Stather,NLN,AF,1-------,1401,,5339N 00041W,
,GB,BTR,Burton upon Trent,Burton upon Trent,STS,AF,0-------,9511,,,
,GB,BNW,Burtonwood,Burtonwood,WRT,AF,--34----,1307,BUT,,
,GB,UHS,Burwash,Burwash,ESX,RL,-----6--,1201,,5100N 00023E,
,GB,BXR,Burwell,Burwell,CAM,AF,--3-----,9812,,,
,GB,BWC,Burwick,Burwick,ORK,AA,1-3-----,0701,,5845N 00258W,
,GB,BU2,Bury,Bury,BUR,RL,--3-----,1807,,5336N 00218W,
,GB,BUY,Bury,Bury,WSX,AF,1-------,1401,,5054N 00034W,
,GB,BSE,Bury Saint Edmunds,Bury Saint Edmunds,SFK,AF,--34----,1101,BEQ,,
,GB,BYQ,Bushey,Bushey,HRT,RL,--3-----,0201,,5138N 00021W,
,GB,BYE,Bushey Heath,Bushey Heath,HRT,AF,--3-----,9704,,,
,GB,BMS,Bushmills,Bushmills,MYL,RL,--3-----,0307,,5512N 00631W,
,GB,UTT,Butterleigh,Butterleigh,DEV,RL,--3-----,0901,,5052N 00327W,
,GB,BTZ,Butterwick,Butterwick,LIN,RL,1-------,0901,,5259N 00000E,
,GB,BUX,Buxton,Buxton,DBY,AF,--3-----,9511,,,
,GB,BYF,Byfleet,Byfleet,SRY,AF,--3-----,9511,,,
,GB,YEY,Byley,Byley,CHW,RL,--3-----,1401,,5312N 00224W,
,GB,AEB,Cadeby,Cadeby,YOR,RL,--3-----,1307,,5330N 00113W,
,GB,CDB,Cadeby,Cadeby,LEC,RL,--3-----,0201,,5236N 00122W,
,GB,CGZ,Cadgwith,Cadgwith,CON,RL,1-------,0901,,4959N 00510W,
,GB,CSU,Cadishead,Cadishead,MAN,RQ,1-3-----,1001,,5324N 00227W,
,GB,ZAJ,Caenby,Caenby,LIN,RL,-----6--,0901,,5323N 00029W,
,GB,CNV,Caernarfon,Caernarfon,GWN,AF,1-------,0201,,,
,GB,CAE,Caerphilly,Caerphilly,CAY,AF,--3-----,1401,,5135N 00313W,
,GB,AWS,Caersws,Caersws,POW,RL,--3-----,0901,,5231N 00326W,
,GB,CRW,Caerwent,Caerwent,MON,AF,--3-----,1401,,5136N 00246W,
,GB,CYS,Caerwys,Caerwys,FLN,AF,--3-----,1401,,5314N 00318W,
,GB,CBL,Cairnbulg,Cairnbulg,ABD,RL,1-------,0901,,5740N 00155W,
,GB,CID,Cairndow,Cairndow,AGB,RQ,--3-----,0907,,5615N 00456W,
,GB,CYN,Cairnryan,Cairnryan,DGY,AF,1-------,1207,,5458N 00501W,
,GB,CSC,Caister on Sea,Caister on Sea,,RL,1-------,0901,,5239N 00145E,
,GB,CAI,Caistor,Caistor,LIN,RL,--3-----,0501,,5329N 00019W,
,GB,CCT,Calcot,Calcot,WBK,AF,--3-----,0507,,5126N 00101W,
,GB,CAA,Caldecote,Caldecote,CAM,RQ,1-------,0901,,,
,GB,CDC,Caldecott,Caldecott,NTH,RQ,-----6--,0907,,5230N 00055W,
,GB,CDT,Caldicot,Caldicot,MON,AF,--3-----,1401,,5135N 00245W,
,GB,XCY,Caldy,Caldy,WRL,RL,--3-----,1401,,5321N 00309W,
,GB,CCA,Caledon,Caledon,,RQ,--3-----,0907,,5421N 00650W,
,GB,CAL,Callander,Callander,STG,RL,--3-----,0701,,5615N 00413W,
,GB,CLX,Callanish,Callanish,SCB,RL,--3-----,1207,,5812N 00643W,
,GB,CNN,Callington,Callington,CON,AF,--3-----,9704,,,
,GB,CNE,Calne,Calne,WIL,AF,--3-----,9704,,,
,GB,AHW,Calthwaite,Calthwaite,CMA,RL,--3-----,1307,,5444N 00249W,
,GB,CLV,Calverley,Calverley,ERY,RQ,--3-----,0901,,5349N 00141W,
,GB,CTX,Calverton,Calverton,NTT,RL,--3-----,1101,,5302N 00105W,
,GB,VTN,Calverton,Calverton,MIK,RL,--3-----,1301,,5202N 00050W,
,GB,CAQ,Cam,Cam,GLS,RL,--3-----,0701,,5142N 00221W,
,GB,CBE,Camber,Camber,ESX,RL,1-------,0901,,5056N 00047E,
,GB,CAY,Camberley,Camberley,SRY,AF,--3-----,9511,,,
,GB,CBW,Camberwell,Camberwell,MRT,RL,--3-----,1401,,5128N 00005W,
,GB,CBS,Cambois,Cambois,NBL,RQ,--3--6--,0607,,5509N 00131W,
,GB,CMB,Camborne,Camborne,CON,AF,--3-----,9811,,,
,GB,CMG,Cambridge,Cambridge,CAM,AF,--34----,9511,CBG,,
,GB,MBS,Cambs,Cambs,,RL,--3-----,0901,,5508N 00131E,
,GB,CAM,Cambus,Cambus,CLK,AF,--3-----,0507,,5607N 00350W,
,GB,CBU,Cambuslang,Cambuslang,SLK,AF,-23-----,0907,,5549N 00411W,
,GB,CMF,Camelford,Camelford,CON,RQ,--3-----,0901,,5037N 00441W,
,GB,CGE,Cameron Bridge,Cameron Bridge,FIF,RL,--3-----,1107,,5611N 00303W,
,GB,CG3,Camlough,Camlough,ARM,RL,--3-----,1501,,5410N 00625W,
,GB,CBT,Campbeltown,Campbeltown,AGB,AF,1--4----,1401,CAL,5526N 00538W,
,GB,CAU,Camusnagaul,Camusnagaul,HLD,AA,1-3-----,0701,,5650N 00508W,
,GB,CNI,Cannich,Cannich,HLD,RQ,--3-----,0901,,5721N 00446W,
,GB,ZAK,Canning Town,Canning Town,LND,RL,-----6--,0901,,5130N 00001W,
,GB,ZAL,Cannington,Cannington,SOM,RL,-----6--,0901,,5110N 00304W,
,GB,CNK,Cannock,Cannock,STS,AF,--3-----,9511,,,
,GB,CBI,Canonbie,Canonbie,DGY,RQ,--3--6--,0607,,5504N 00257W,
,GB,CNB,Canterbury,Canterbury,KEN,AF,-23-----,9704,,,
,GB,CNL,Cantley,Cantley,DNC,AF,--3-----,1401,,5330N 00103W,
,GB,CTY,Cantley,Cantley,NFK,RL,-23-----,0701,,5235N 00130E,
,GB,CAN,Canvey Island,Canvey Island,ESS,AF,1-------,0501,,5131N 00034E,
,GB,CCL,Cape Cornwall,Cape Cornwall,CON,AA,1-3-----,0701,,5007N 00542W,
,GB,CAP,Capel,Capel,SRY,RL,-23--6--,0601,,5109N 00019W,
,GB,PHR,Capel Hendre,Capel Hendre,CMN,RL,--3-----,1401,,5146N 00402W,
,GB,CPU,Capenhurst,Capenhurst,CHW,RQ,--3-----,1307,,5315N 00257W,
,GB,CPG,Cappagh,Cappagh,DGN,RQ,--3-----,0907,,5432N 00655W,
,GB,CPF,Captain Field,Captain Field,,RQ,------7-,0907,,5819N 00144W,
,GB,CAB,Carbost,Carbost,HLD,RL,1-------,0901,,5711N 00612W,
,GB,OFT,Carcroft,Carcroft,DNC,RL,-----6--,0901,,5534N 00111W,
,GB,CDF,Cardiff,Cardiff,CRF,AF,1--4----,1101,CWL,5130N 00312W,
,GB,CAR,Cardigan (Aberteifi),Cardigan (Aberteifi),CGN,AA,1-3-----,0701,,5205N 00439W,
,GB,C5T,Cardington,Cardington,BDF,RL,1-3-----,1401,,5206N 00024W,
,GB,CIM,Cardinham,Cardinham,CON,RL,--3-----,1201,,5029N 00439W,
,GB,CD9,Cardonald,Cardonald,GLG,RL,--3-----,1701,,5551N 00421W,
,GB,CAX,Carlisle,Carlisle,CMA,AF,1--4----,9511,,,
,GB,RLW,Carloway,Carloway,HLD,RQ,1-------,0907,,5816N 00646W,
,GB,CAO,Carlton,Carlton,NYK,AF,-23-----,9704,,,
,GB,CRV,Carlton Colville,Carlton Colville,SFK,RL,1-------,0901,,5227N 00142E,
,GB,COI,Carlton in Lindrick,Carlton in Lindrick,NTT,RL,--3--6--,1401,,5321N 00107W,
,GB,ORN,Carlton on Trent,Carlton on Trent,NTT,RL,--3-----,1201,,5310N 00048W,
,GB,CAK,Carluke,Carluke,SLK,AF,--3-----,1401,,5543N 00350W,
,GB,CMR,Carmarthen,Carmarthen,,AF,--3-----,0212,,5152N 00418W,
,GB,CNF,Carnforth,Carnforth,LAN,AF,--3-----,9511,,,
,GB,CAH,Carnlough,Carnlough,LRN,AA,1-3-----,0701,,5459N 00600W,
,GB,CRQ,Carno,Carno,POW,RL,--3-----,1207,,5233N 00332W,
,GB,CNS,Carnoustie,Carnoustie,ANS,AF,-2------,1401,,5630N 00243W,
,GB,CAZ,Carnwath,Carnwath,SLK,RL,--3-----,1301,,5541N 00338W,
,GB,CRA,Carradale,Carradale,AGB,AA,1-3-----,0701,,5535N 00528W,
,GB,CBD,Carrbridge,Carrbridge,HLD,RQ,--3-----,0907,,5717N 00349W,
,GB,CFG,Carrickfergus,Carrickfergus,CKF,AF,1-------,9709,,,
,GB,CKO,Carrickmore,Carrickmore,OMH,RQ,--3-----,0907,,5436N 00703W,
,GB,CRT,Carrington,Carrington,TRF,AF,1-------,1401,,5326N 00223W,
,GB,RRN,Carron,Carron,MRY,RL,--3-----,1301,,5727N 00316W,
,GB,RRO,Carron,Carron,HLD,RL,1-------,0901,,5724N 00536W,
,GB,CR9,Carrutherstown,Carrutherstown,DGY,RL,--3-----,1601,,5502N 00324W,
,GB,CFF,Carryduff,Carryduff,ARD,RL,--3-----,0307,,5430N 00556W,
,GB,CSI,Carsaig,Carsaig,AGB,RQ,--3-----,0907,,5601N 00538W,
,GB,CET,Carsethorn,Carsethorn,,RL,1-------,0901,,5455N 00334W,
,GB,CTO,Carshalton,Carshalton,STN,AF,-23-----,1401,,5121N 00009W,
,GB,CA9,Carstairs,Carstairs,SLK,RL,--3-----,1701,,5542N 00342W,
,GB,ZAM,Carterton,Carterton,OXF,RL,-----6--,0901,,5145N 00135W,
,GB,ATW,Carthew,Carthew,CON,RL,--3-----,1407,,5022N 00447W,
,GB,TML,Cartmel,Cartmel,CMA,RL,--3-----,1307,,5412N 00257W,
,GB,CCB,Cascob,Cascob,POW,RQ,--3-----,0907,,5217N 00307W,
,GB,CGO,Cassington,Cassington,OXF,RQ,--3--6--,0607,,5147N 00120W,
,GB,CSB,Castle Bromwich,Castle Bromwich,BIR,AF,--3-----,1401,,5230N 00147W,
,GB,CLB,Castle Bytham,Castle Bytham,LIN,RL,--3-----,1401,,5244N 00032W,
,GB,CAC,Castle Cary,Castle Cary,SOM,AF,--3-----,9511,,,
,GB,CAD,Castle Donington,Castle Donington,LEC,AF,--3-----,9511,,,
,GB,CTD,Castle Douglas,Castle Douglas,DGY,AF,--3-----,9704,,,
,GB,EHE,Castle Hedingham,Castle Hedingham,ESS,RL,-----6--,0901,,5159N 00036E,
,GB,VCL,Castle Vale,Castle Vale,BIR,RQ,--3-----,0901,,5230N 00147W,
,GB,CBA,Castlebay,Castlebay,ELS,AF,1-------,1401,,5657N 00728W,
,GB,CCY,Castlecary,Castlecary,FAL,AF,--3-----,1401,,5559N 00357W,
,GB,CDN,Castledawson,Castledawson,MFT,RL,--3-----,0701,,5447N 00634W,
,GB,ZST,Castlederg,Castlederg,STB,RQ,-----6--,0907,,5470N 00759W,
,GB,CTF,Castleford,Castleford,WKF,AF,1-------,1401,,5343N 00121W,
,GB,CAS,Castleton,Castleton,DBY,RL,--3-----,0201,,5320N 00146W,
,GB,CTS,Castleton,Castleton,RCH,RQ,--3-----,0907,,5335N 00211W,
,GB,CSW,Castletown,Castletown,DOR,RL,1-------,1401,,5034N 00227W,
,GB,CTN,Castletown,Castletown,HLD,RL,--3-----,0207,,5835N 00323W,
,GB,CWX,Castlewellan,Castlewellan,DOW,RL,--3-----,0207,,5416N 00557W,
,GB,OTM,Catcott,Catcott,SOM,RL,--3-----,1301,,5109N 00251W,
,GB,CTR,Caterham,Caterham,SRY,AF,-23-----,9811,,,
,GB,CTL,Catfield,Catfield,NFK,AF,--3-----,9704,,,
,GB,FT8,Catford,Catford,LEW,RL,--3-----,1707,,5127N 00010W,
,GB,CAT,Catrine,Catrine,EAY,AF,--3-----,1401,,,
,GB,CCR,Catterick,Catterick,NYK,RL,--3-----,0207,,5422N 00138W,
,GB,CCE,Catterline,Catterline,ABD,RL,1-------,0901,,5654N 00112W,
,GB,CVM,Cavenham,Cavenham,SFK,RL,-----6--,1107,,5218N 00035E,
,GB,CVF,Caversfield,Caversfield,OXF,RL,--3-----,0307,,5156N 00110W,
,GB,CVR,Caversham,Caversham,RDG,RL,--3-----,1207,,5128N 00058W,
,GB,CNX,Cawsand,Cawsand,CON,RL,1-------,0901,,5019N 00421W,
,GB,CWS,Cawston,Cawston,NFK,AF,-23-----,9704,,,
,GB,AWH,Cawthorne,Cawthorne,BNS,RQ,--3-----,1007,,5334N 00135W,
,GB,CTP,Caythorpe,Caythorpe,LIN,RQ,1-3-----,0901,,,
,GB,CMA,Cefn-Mawr,Cefn-Mawr,WRX,AQ,123--6--,0601,,5258N 00304W,
,GB,CEI,Ceinewydd (New Quay),Ceinewydd (New Quay),CGN,AA,1-3-----,0701,,5213N 00422W,
,GB,CEL,Cellardyke,Cellardyke,FIF,AA,1-3-----,0701,,5614N 00239W,
,GB,CEB,Cemaes Bay,Cemaes Bay,AGY,AA,1-3-----,0701,,5325N 00427W,
,GB,CNM,Central Mainland (Shetland),Central Mainland (Shetland),ZET,RL,1-------,0901,,6019N 00116W,
,GB,RRI,Cerrigdrudion,Cerrigdrudion,CWY,RL,--3--6--,0901,,5310N 00333W,
,GB,CDD,Chadderton,Chadderton,OLD,AF,--3-----,1401,,5332N 00208W,
,GB,ADS,Chaddesden,Chaddesden,DER,RQ,--3-----,0901,,5255N 00126W,
,GB,CH7,Chadlington,Chadlington,OXF,RL,--3-----,1701,,5153N 00131W,
,GB,CDZ,Chadwell,Chadwell,LEC,RL,-----6--,1001,,5248N 00050W,
,GB,CDW,Chadwell Heath,Chadwell Heath,RDB,AF,--3-----,1401,,5134N 00008E,
,GB,CDE,Chadwell Saint Mary,Chadwell Saint Mary,ESS,AF,--3-----,1101,,,
,GB,CJY,Chailey,Chailey,ESX,RL,--3-----,0201,,5057N 00001E,
,GB,CHQ,Chale,Chale,IOW,AF,--3-----,9704,,,
,GB,CSG,Chalfont Saint Giles,Chalfont Saint Giles,BKM,AF,--3-----,1101,,,
,GB,CSP,Chalfont Saint Peter,Chalfont Saint Peter,BKM,AF,--3-----,0401,,5136N 00033W,
,GB,AFR,Chalford,Chalford,GLS,RQ,--3-----,0901,,5143N 00209W,
,GB,CGV,Chalgrove,Chalgrove,OXF,AF,--3-----,9901,,,
,GB,CTQ,Chalton,Chalton,BDF,RQ,--3-----,0907,,5155N 00030W,
,GB,CFO,Chandlers Ford,Chandlers Ford,HAM,AF,-23-----,9704,,,
,GB,CPP,Chapel Allerton,Chapel Allerton,SOM,RL,--3-----,0901,,,
,GB,CPL,Chapel en le Frith,Chapel en le Frith,DBY,AF,-23-----,9811,,,
,GB,CPD,Chapel Saint Leonards,Chapel Saint Leonards,LIN,RL,1-------,1101,,5313N 00019E,
,GB,CPW,Chapeltown,Chapeltown,SHF,RL,-23-----,0701,,5328N 00128W,
,GB,CZT,Chard,Chard,SOM,AF,--3-----,9704,,,
,GB,CHG,Charing,Charing,KEN,AF,--3-----,9704,,,
,GB,CEO,Charlecote,Charlecote,WAR,RQ,--3--6--,0607,,5212N 00137W,
,GB,CHD,Charleston,Charleston,ANS,AF,1-------,1401,,5635N 00300W,
,GB,CHF,Charlestown,Charlestown,CON,AF,1-------,9511,,,
,GB,CWN,Charlestown,Charlestown,FIF,AA,123-----,0701,,5602N 00330W,
,GB,ZWN,Charlestown of Aberlour,Charlestown of Aberlour,MRY,RQ,-----6--,0907,,5747N 00322W,
,GB,CHN,Charlton,Charlton,BST,AF,--3-----,1401,,,
,GB,CAW,Charlwood,Charlwood,SRY,RL,--3-----,0701,,5109N 00013W,
,GB,CHJ,Charmouth,Charmouth,DOR,RL,1-------,0901,,5044N 00254W,
,GB,CNR,Charnock Richard,Charnock Richard,LAN,AF,--3-----,9704,,,
,GB,CHM,Chartham,Chartham,KEN,AF,--3-----,9511,,,
,GB,CMC,Chartham Hatch,Chartham Hatch,KEN,RL,-23-----,0701,,5116N 00101E,
,GB,CHS,Chasetown,Chasetown,STS,AF,--3-----,9511,,,
,GB,CTM,Chatham,Chatham,KEN,AF,1-------,9511,,,
,GB,CTI,Chathill,Chathill,NBL,RQ,--3-----,0901,,5532N 00142W,
,GB,CCS,Chatteris,Chatteris,CAM,RL,--3-----,0901,,,
,GB,CDL,Cheadle,Cheadle,STS,AF,--3-----,9511,,,
,GB,CHA,Cheadle,Cheadle,SKP,AF,--3-----,1401,,5324N 00213W,
,GB,CEH,Cheadle Heath,Cheadle Heath,MAN,RQ,--3-----,0901,,,
,GB,CDH,Cheadle Hulme,Cheadle Hulme,SKP,AF,-23-----,1401,,5322N 00211W,
,GB,CME,Cheam,Cheam,SRY,AF,--3-----,9811,,,
,GB,CHC,Checkendon,Checkendon,OXF,AF,--3-----,9704,,,
,GB,XDB,Chedburgh,Chedburgh,SFK,RL,--3-----,0307,,5211N 00037E,
,GB,CDA,Cheddar,Cheddar,SOM,AF,--3-----,9811,,,
,GB,CDX,Cheddington,Cheddington,BKM,RL,-----6--,1501,,5150N 00040W,
,GB,CTW,Cheddleton,Cheddleton,STS,RL,--3-----,0207,,5303N 00202W,
,GB,CH6,Chedworth,Chedworth,GLS,RL,--3-----,1701,,5148N 00155W,
,GB,CEE,Cheetham Hill,Cheetham Hill,MAN,AF,--3-----,1401,,5331N 00213W,
,GB,CHZ,Chelford,Chelford,CHE,AF,0-------,1307,,,
,GB,CHX,Chellaston/Derby,Chellaston/Derby,DBY,RL,--3-----,0201,,5252N 00126W,
,GB,CFD,Chelmsford,Chelmsford,ESS,AF,--3-----,1101,,5144N 00429E,
,GB,CSE,Chelsea/London,Chelsea/London,KEC,RL,--3-----,1401,,5129N 00010W,
,GB,CLT,Cheltenham,Cheltenham,GLS,AF,--3-----,9511,,,
,GB,CHV,Chelveston,Chelveston,NTH,AF,--3-----,9511,,,
,GB,CWR,Chelworth,Chelworth,WIL,RL,--3-----,0701,,5139N 00203W,
,GB,CHT,Chepstow,Chepstow,MON,AF,1-------,1401,,5138N 00240W,
,GB,CYH,Cherry Hinton,Cherry Hinton,CAM,AF,--3-----,9704,,,
,GB,HEY,Chertsey,Chertsey,SRY,AF,--3-----,9511,,,
,GB,CSH,Chesham,Chesham,BKM,AF,--3-----,9511,,,
,GB,CHH,Cheshunt,Cheshunt,HRT,AF,--3-----,9511,,,
,GB,CYA,Cheslyn Hay,Cheslyn Hay,STS,RL,--3-----,1601,,5239N 00201W,
,GB,CGS,Chessington,Chessington,SRY,AF,--3-----,9511,,,
,GB,CEG,Chester,Chester,CHW,AF,1--4----,1307,,,
,GB,CSR,Chester,Chester,CLK,RL,1-------,0901,,,
,GB,CTE,Chester-le-Street,Chester-le-Street,DUR,AF,-23-----,0212,,5451N 00134W,
,GB,CES,Chesterfield,Chesterfield,DBY,AF,--3-----,9511,,,
,GB,CER,Chesterton,Chesterton,STS,AF,--3-----,9704,,,
,GB,CVY,Cheveley,Cheveley,CAM,RL,--3-----,0201,,5213N 00028E,
,GB,CVG,Chevington,Chevington,SFK,RL,--3-----,0201,,5212N 00037E,
,GB,CST,Chichester,Chichester,WSX,AA,123-----,0701,,5050N 00047W,
,GB,CKR,Chickerell,Chickerell,DOR,RL,1-------,0901,,5037N 00230W,
,GB,ZDD,Chiddingfold,Chiddingfold,SRY,RL,--3-----,0307,,5106N 00037W,
,GB,CCU,Chiddingstone Causeway,Chiddingstone Causeway,KEN,RL,-23-----,0701,,5112N 00011E,
,GB,CDK,Chideock,Chideock,DOR,RL,1-------,0901,,5043N 00249W,
,GB,CDM,Chidham,Chidham,WSX,RL,--3-----,0901,,5049N 00052W,
,GB,EEE,Chieveley,Chieveley,WBK,RL,-----6--,1107,,5127N 00119W,
,GB,CHI,Chigwell,Chigwell,ESS,AF,-23-----,9811,,,
,GB,CBN,Chilbolton,Chilbolton,HAM,RL,--3-----,1107,,5109N 00126W,
,GB,COP,Chilcompton,Chilcompton,SOM,RL,--3-----,0701,,5117N 00230W,
,GB,CE2,Childs Ercall,Childs Ercall,SHR,RL,--3-----,1701,,5249N 00230W,
,GB,XCH,Chilham,Chilham,KEN,RQ,-----6--,0907,,5124N 00095W,
,GB,CII,Chillington,Chillington,SOM,RL,1-------,0901,,5100N 00424W,
,GB,CIL,Chilmark,Chilmark,WIL,AF,--3-----,9704,,,
,GB,CHO,Chilton,Chilton,DUR,RQ,--3--6--,0607,,5439N 00133W,
,GB,CWE,Chilwell,Chilwell,NTT,AF,--3-----,9811,,,
,GB,CIH,Chilworth,Chilworth,SRY,RL,-23-----,0701,,5113N 00031W,
,GB,HIW,Chilworth,Chilworth,HAM,RL,--3-----,1301,,5057N 00125W,
,GB,CNH,Chineham,Chineham,HAM,RL,-23-----,0701,,5117N 00104W,
,GB,CGF,Chingford,Chingford,,RL,--3-----,0307,,5138N 00000W,
,GB,CNY,Chinley,Chinley,DBY,AF,-23-----,9811,,,
,GB,ZAN,Chinnor,Chinnor,OXF,RL,-----6--,0901,,5141N 00054W,
,GB,CPN,Chippenham,Chippenham,WIL,AF,--3-----,9511,,,
,GB,XPP,Chipperfield,Chipperfield,HEF,RQ,-----6--,0907,,5170N 00048W,
,GB,CCN,Chipping Campden,Chipping Campden,GLS,AF,--3-----,9511,,,
,GB,CHP,Chipping Norton,Chipping Norton,OXF,AF,--3-----,9811,,,
,GB,YET,Chipping Ongar,Chipping Ongar,ESS,AF,-23-----,0401,,5142N 00015E,
,GB,CSO,Chipping Sodbury,Chipping Sodbury,SGC,RL,--3-----,0407,,5132N 00223W,
,GB,CPR,Chipping Warden,Chipping Warden,NTH,RL,-----6--,0901,,5270N 01160W,
,GB,CIK,Chirk,Chirk,SHR,AF,--3-----,1401,,5255N 00304W,
,GB,CND,Chirnside,Chirnside,SCB,AF,--3-----,1401,,5548N 00212W,
,GB,CIB,Chiselborough,Chiselborough,SOM,RQ,--3-----,0907,,5056N 00245W,
,GB,CIW,Chiseldon,Chiseldon,WIL,RL,--3-----,0201,,5130N 00143W,
,GB,CSL,Chislehurst,Chislehurst,BRY,AF,--3-----,1401,,5124N 00040E,
,GB,CHK,Chiswick,Chiswick,HNS,AF,--3-----,1401,,5129N 00016W,
,GB,CH9,Chittlehampton,Chittlehampton,DEV,RL,--3-----,1601,,5101N 00357W,
,GB,CHB,Chobham,Chobham,SRY,AF,--3-----,9511,,,
,GB,CHL,Cholsey,Cholsey,OXF,AF,--3-----,9704,,,
,GB,CHR,Chorley,Chorley,LAN,AF,1-------,9511,,,
,GB,CHW,Chorleywood,Chorleywood,HRT,AF,--3-----,9704,,,
,GB,CCH,Christchurch,Christchurch,DOR,AA,123-----,0701,,5044N 00145W,
,GB,CTU,Christchurch,Christchurch,CAM,RL,--3-----,0701,,5233N 00012E,
,GB,CHU,Chudleigh,Chudleigh,,AF,--3-----,0212,,5036N 00335W,
,GB,CMH,Chulmleigh,Chulmleigh,DEV,RL,--3-----,0701,,5055N 00352W,
,GB,CRC,Church,Church,LAN,AF,-23-----,9811,,,
,GB,CKA,Church Crookham,Church Crookham,HAM,RL,--3-----,1307,,5116N 00049W,
,GB,CCG,Church Gresley,Church Gresley,DBY,RL,--3-----,0201,,5245N 00134W,
,GB,CFZ,Church Lawford,Church Lawford,WAR,RL,-----6--,1501,,5222N 00119W,
,GB,YUR,Church Stretton,Church Stretton,SHR,AF,-23-----,9804,,,
,GB,CCW,Churchstow,Churchstow,DEV,RL,--3-----,0607,,5018N 00348W,
,GB,XCW,Chwilog,Chwilog,GWN,RQ,-----6--,0907,,5295N 00433W,
,GB,CIN,Cinderford,Cinderford,GLS,RL,--3-----,0307,,5149N 00229W,
,GB,CIR,Cirencester,Cirencester,GLS,AF,--3-----,9511,,,
,GB,WCI,City of Westminster,City of Westminster,LBH,RL,--3-----,1301,,5130N 00008W,
,GB,CLA,Clackmannan,Clackmannan,CLK,AF,--3-----,0507,,5606N 00344W,
,GB,CLS,Clacton-on-Sea,Clacton-on-Sea,ESS,AA,123-----,0701,,5148N 00109E,
,GB,XCA,Claines,Claines,WOR,RQ,--3-----,1001,,5214N 00213W,
,GB,CL7,Clanfield,Clanfield,HAM,RQ,-----6--,1001,,5056N 00100W,
